Sr_No,Location_Coordinates,Location,Hospital_Name,Address_Original_First_Line,State,District,Subdistrict,Pincode,Mobile_Number,Emergency_Num,Ambulance_Phone_No,Bloodbank_Phone_No,Foreign_pcare,Tollfree,Helpline,Hospital_Fax,Hospital_Primary_Email_Id,Hospital_Secondary_Email_Id,Website,Specialties,Facilities,Accreditation,Hospital_Regis_Number,Registeration_Number_Scan,Nodal_Person_Info,Nodal_Person_Tele,Nodal_Person_Email_Id,Town,Subtown,Village,Establised_Year,Ayush,Miscellaneous_Facilities,Number_Doctor,Num_Mediconsultant_or_Expert,Total_Num_Beds,Number_Private_Wards,Num_Bed_for_Eco_Weaker_Sec,Empanelment_or_Collaboration_with,Emergency_Services,Tariff_Range,State_ID,District_ID
24145,,"W-27, Old No.18, North Main Road,Anna Nagar West Extn.,.",Dhanvantari Eye Care,"W-27, Old No.18, North Main Road,Anna Nagar West Extn",Tamil Nadu,Chennai,0,600101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24146,,"R-30-C, Ambattur Industrial Estate Road, Mogappair",Dr.K.M.Cherian Heart Foundation,"R-30-C, Ambattur Industrial Estate Road, Mogappair",Tamil Nadu,Chennai,0,600101,0,0,0,0,0,0,0,91  44  2656 5150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24147,,"No. R-30-C, Ambattur Industrial Estate Road, Mogappair",International Center For Cardio Thoracic and Vascular Diseases(Frontier Life Hosp),"No. R-30-C, Ambattur Industrial Estate Road, Mogappair",Tamil Nadu,Chennai,0,600101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24148,,"959, Tvs Colony Annanagar West Extension Chennai Chennai 600101",Sks Hospital,"959, Tvs Colony Annanagar West Extension",Tamil Nadu,Chennai,0,600101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24149,,"No. 78/6 3Rd Avenue, Anna Nagar East",Medfort Eye Hospital Pvt Ltd Unit Of Maxvision Eye Care,"No. 78/6 3Rd Avenue , Anna Nagar East",Tamil Nadu,Chennai,0,600102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24150,,"B-Block,1/2 Second Avenue,Anna Nagar",Premier Health Center,"B-Block,1/2 Second Avenue,Anna Nagar",Tamil Nadu,Chennai,0,600102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24151,,"D-93 (D-107), First Main Road, Anna Nagar, Chennai",Rajalakshmi Nursing Home,"D-93 (D-107), First Main Road, Anna Nagar",Tamil Nadu,Chennai,0,600102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24152,,"C-54, 1 St Main Road, Anna Nagar East, Near Chinthamani Supermarket",Selvarangam Hospital,"C-54, 1 St Main Road, Anna Nagar East, Near Chinthamani Supermarket",Tamil Nadu,Chennai,0,600102,0,0,0,0,0,0,0,044  26269911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24153,,"103/112, D- Block,1St Main Road, Annanagar East,",U.K. Hospitals Pvt. Ltd.,"103/112, D- Block,1St Main Road, Annanagar East",Tamil Nadu,Chennai,0,600102,0,0,0,0,0,0,0,044  42172891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24154,,"A-45, 3Rd Avenue, Anna Nagar (E)",V.K. Medical Centre,"A-45, 3Rd Avenue, Anna Nagar (E)",Tamil Nadu,Chennai,0,600102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24155,,"M-77, 3Rd Avenue, Anna Nagar East Chennai 600102",Vasan Eye Care Hospital,"M-77, 3Rd Avenue, Anna Nagar East",Tamil Nadu,Chennai,0,600102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24156,,"A-13, Ii Avenueroundtana Junctionanna Nagar Eastchennai Anna Nagar Eastchennai","Vee Care Eye Hospital - Anna Nagar, Chennai","A-13, Ii Avenueroundtana Junctionanna Nagar Eastchennai Anna Nagar East",Tamil Nadu,Chennai,0,600102,0,0,0,0,0,0,0,42945455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24157,,"No C 46, Near Chintamani, 2Nd Avenue, Anna Nagar East",Vishnu Eye Clinic and Laser Foundation,"No C 46, Near Chintamani, 2Nd Avenue, Anna Nagar East",Tamil Nadu,Chennai,0,600102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24158,,"34Km,Bhuj- Mandvi Road Near Punadi Patiya Ta Mandvi-Kutch",Navjivan Nature Cure Centre,"34Km,Bhuj- Mandvi Road Near Punadi Patiya Ta Mandvi-Kutch",Tamil Nadu,Chennai,0,600104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24159,,"23, Friends Avenue, Arumbakkam,",Appasamy Medicare Centre (P) Ltd,"# 23, Friends Avenue, Arumbakkam",Tamil Nadu,Chennai,0,600106,0,0,0,0,0,0,0,044  23633206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24160,,"No 5, Panchaliamman Koil Street, Arumbakkam",Ayur Kshetra ( A Unit Of Institute Of Ayurvedic Research Pvt Ltd),"No 5, Panchaliamman Koil Street, Arumbakkam",Tamil Nadu,Chennai,0,600106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24161,,"Cp-50, Razack Garden Main Road, Arumbakkam,",Mohan Hospital,"Cp-50, Razack Garden Main Road, Arumbakkam",Tamil Nadu,Chennai,0,600106,0,0,0,0,0,0,0,044  23630970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24162,,"No 1051, Poonamallee High Road, Arumbakkam",New Hope Indian Specilaity Hospital,"No 1051, Poonamallee High Road, Arumbakkam",Tamil Nadu,Chennai,0,600106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24163,,"No.527, Poonamalle High Road, Arumbakkam, Chennai",Speed Medical Centre,"No.527, Poonamalle High Road, Arumbakkam",Tamil Nadu,Chennai,0,600106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24164,,"Cp-50, Razack Garden Main Road, Arumbakkam,",Vasanthi Orthopaedic Hospital,"Cp-50, Razack Garden Main Road, Arumbakkam",Tamil Nadu,Chennai,0,600106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24165,,"30, Poonamallee High Road, Koyambedu, Chennai Koyambedu",Sri Devi Speciality Hospital - Chennai,"30, Poonamallee High Road, Koyambedu, Chennai Koyambedu",Tamil Nadu,Chennai,0,600107,0,0,0,0,0,0,0,26161714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24166,,"No.11, Hunters Road, (Near Clock Tower) Vepery",Dr Ravishankars Eye Clinic and Nursing Home,"No.11, Hunters Road, (Near Clock Tower) Vepery",Tamil Nadu,Chennai,0,600112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24167,,"T.T.T.I Post Taramani,Chennai",Dr.Achanta Lakshmipathi Neurosurgical Centre,T.T.T.I Post Taramani,Tamil Nadu,Chennai,0,600113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24168,,"No.88, Dr. Kalaingar Karunanithi Streetsholinganallur",Life Care Laboratory,"No.88, Dr. Kalaingar Karunanithi Streetsholinganallur",Tamil Nadu,Chennai,0,600113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24169,,T.T.T.I Post,Tag-Vhs Diabeted Research Centre,T.T.T.I Post,Tamil Nadu,Chennai,0,600113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24170,,"T.T.T.I. Post, Taraamani",Voluntary Health Services Medical Centre,"T.T.T.I. Post, Taraamani",Tamil Nadu,Chennai,0,600113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24171,,"No 6, A P Arasu Street Moolakadai Chennai 600118",Fathima Nursing Home,"No 6, A P Arasu Street Moolakadai",Tamil Nadu,Chennai,0,600118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24172,,"No.13, Seetharam Nagar, Vii Street, Munsif Garden,Chinnakodungaiyur,",Noor`S Hospital,"No.13, Seetharam Nagar, Vii Street, Munsif Garden,Chinnakodungaiyur",Tamil Nadu,Chennai,0,600118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24173,,"No.7, Ethiraiswami Salai, Erukkenchery,",Pavithra Hospitals Pvt Ltd,"No.7, Ethiraiswami Salai, Erukkenchery",Tamil Nadu,Chennai,0,600118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24174,,"6/13, 3rd Cross Street, Kasthuribai Nagar, Adyar",Dr.Kamakshi Memorial Hospital,"6/13, 3rd Cross Street, Kasthuribai Nagar, Adyar",Tamil Nadu,Chennai,0,600020,0,0,0,0,0,0,0,0,info@drkmh.com,0,www.drkmh.com,"Anaesthesiology,\n Cardiology,\n Cardiothoracic Surgery,\n Cosmetology,\n Critical Care,\n Dentistry,\n Dermatology,\n Diabetology,\n Emergency Medicine,\n Endocrinology,\n ENT,\n General Medicine,\n Geriatrics,\n Maxillofacial Surgery,\n Medical Oncology,\n Nephrology,\n Neuro Surgery,\n Neurology,\n Nuclear Medicine,\n Obstetrics and Gynaecology,\n Ophthalmology,\n Orthopaedics,\n Paediatric Surgery,\n Physiotherapy,\n Plastic and Reconstructive, Surgery,\n Psychiatry,\n Psychology,\n Pulmonology,\n Radiation Oncology,\n Surgical Gastroenterology,\n Surgical Oncology,\n Transplant surgery,\n Urology,","Blood Bank,\nCardiothoracic,\nICU,\nCath Lab,\nClinical Laboratory,\nNeuro Lab,\nPain Clinic",,,,,,,,,,,,,,,0,,,,,,33,603
24175,,"No.434, N.S.K.Salai, Vadapalani",Vijaya Hospital,"No.434, N.S.K.Salai, Vadapalani",Tamil Nadu,Chennai,0,600026,0,0,0,0,0,0,0,0,contact@vijayahospital.org,0,www.vijayahospital.org,"Ayurveda,\n Cardiology,\n Cardiothoracic Surgery,\n Cardiovascular Surgery,\n Critical Care,\n Dentistry,\n Dermatology,\n Diabetology,\n Endocrinology,\n ENT,\n Family Medicine,\n Gastroenterology,\n General Surgery,\n Nephrology,\n Neuro Surgery,\n Neurology,\n Nuclear Medicine,\n Obstetrics and Gynaecology,\n Oncology,\n Ophthalmology,\n Orthopaedics and Traumatology,\n Paediatrics and Neonatology,\n Physiotherapy,\n Plastic Surgery and Cosmetic Surgery,\n Psychiatry,\n Pulmonology,\n Radiology,\n Rheumatology,\n Urology,\n Vascular Surgery","Accident Emergency Services,\nMedical Emergency Services,\nBlood Bank,\nCT Scan,\nPharmacy,\nCattages,\nFood Court,\nBank,\nTravel Desk,\nInsurance Help Desk,\nLaundry Services",,,,,,,,,,,,,,,0,,,,,,33,603
24176,,"Gandhi Nagar, 52, First Main Road, Gandhi nagar, Adyar",Fortis Malar Hospital,"Gandhi Nagar, 52, First Main Road, Gandhi nagar, Adyar",Tamil Nadu,Chennai,0,600020,0,044 24914737,0,0,0,0,0,0,contactus.malar@fortishealthcare.com,0,www.fortishealthcare.com,"Andrology,\n Anaesthesiology,\n Cardiology,\n Critical Care,\n Dentistry,\n Dermatology,\n Emergency Medicine,\n Endocrinology,\n ENT, Gastroenterology,\nGeneral Surgery,\n Internal Medicine, Interventional Radiology,\n Neonatology,\n Nephrology,\n Neuro Surgery,\n Neurology,\n Obstetrics and Gynaecology,\n Oncology,\n Ophthalmology,\n Paediatrics,\n Physiotherapy,\n Plastic and Reconstructive Surgery,\n Psychiatry,\n Pulmonology,\n Radiology,\n Rheumatology,\n Urology,\n Vascular Surgery","OPD Services 9 am to 12 pm,\nIn-patient, Admissions (IPD-related services)\nAmbulance Facility\nHealth Awareness Lectures/ Workshops,\nExecutive Health Checkups,\nHealth Check Camps,\nBlood Donation, Camps",,,,,,,,,,,,,,,0,,,,,,33,603
24177,,"Manapakkam, 4/112, Mount Poonamalle Road",MIOT Hospitals,"Manapakkam, 4/112, Mount Poonamalle Road",Tamil Nadu,Chennai,0,600089,0,044 22499800,0,0,0,0,0,0,enq@miothospitals.com,0,www.miothospitals.com,"Anaesthesiology,\n Cardiology,\n Cardiothoracic Surgery,\n Cardiovascular Surgery,\n Critical Care,\n Dentistry and Maxillofacial Surgery,\n Dermatology,\n Diabetology,\n Endocrinology\n ENT and Head and Neck Surgery, Gastroenterology,\n General Medicine,\n General Surgery,\n Internal Medicine, Interventional Radiology,\n Medical Oncology\n Nephrology,\n Neuro Surgery,\n Neurology,\n Nuclear Medicine,\n Obstetrics and Gynaecology,\n Ophthalmology,\n Paediatric Cardiology,\n Paediatric Surgery,\n Plastic and Reconstructive Surgery,\n Pulmonology,\n Radiation Oncology,\n Radiology and Imageology,\n Sleep Medicine,\n Spine Surgery,\n Surgical Oncology,\n Urology\n Vascular Surgery","Ambulance Services,\n750 HD CT Scan,\nMRI (for functional imaging and whole body scan)\nUltrasound,\nNuclear Scan with Dual head Gamma Camera,\nOperating Theatre,\nICU,\nBlood Bank,\nDigital Cardiac, Cathlab",,,,,,,,,,,,,,,0,,,,,,33,603
24178,,"No.15, Thousand Lights, Shafee Mohammed Road",Apollo Childrens Hospital,"No.15, Thousand Lights, Shafee Mohammed Road",Tamil Nadu,Chennai,0,600006,0,0,0,0,0,0,0,0,enquiry@apollohospitals.com,0,http://www.apollohospitals.com/Apollo_Children/,"Adolescent medicine,\nAnaesthesiology,\nCardiology/ Cardiothoracic surgery,\nCommunity/Behavioral medicine,\nCritical care medicine,\nDermatology,\nEmergency medicine,\nENT,\nEndocrinology and Metabolism,\n Gastroenterology, [Medical and Surgical]\n General Paediatrics,\n haematology\n Imaging Sciences,\n Infectious diseases,\n Neonatology,\n Neurology/Neurosurgery,\n Nephrology/Urology,\n Occupational therapy,\n Orthopaedics,\n Paediatric surgery,\n Plastic surgery,\n Preventive medicine,\n Psychiatry,\nPulmonology/Allergy/Asthma,\n Rehabilitation medicine,\n Speech and Hearing Therapy","Neonatology care units, Paediatric Intensive care facilities, state of the art Operating rooms including facility for complex cardiac surgeries, procedure rooms, Laboratory services, dedicated clinics for chronic ailments, preventive health, developmental disorders and counselling services",,,,,,,,,,,,,,,0,,,,,,33,603
24179,,"21, Off Greams Road, Greams Lane","Apollo Hospitals, Greams Lane","21, Off Greams Road, Greams Lane",Tamil Nadu,Chennai,0,600006,0,0,0,0,0,18605001066,0,0,enquiry@apollohospitals.com,0,www.apollohospitals.com,"Bariatric Surgery,\n Cardiac Surgery,\n Cardiology,\n Critical Care,\n Endoscopy,\n ENT,\n Gastroenterology,\n Liver Transplant,\n Medical Oncology,\n Nephrology,\n Neurology,\n Oncology,\n Ophthalmology,\n Orthopaedics,\n Spine Surgery,\n Surgical Oncology\n Urology",Customized Preventive Health Checks\nOutpatient Facilities\nConsultation across 57 Specialties\nInpatient Facility\nPriority Admission\nRadiation Packages\nChoice of rooms\nExclusive diet for patients\nMulti-cuisine Service\nAmbulance Service,,,,,,,,,,,,,,,0,,,,,,33,603
24180,,"320, Anna Salai",Apollo Specialty Hospital,"320, Anna Salai",Tamil Nadu,Chennai,0,600035,0,0,0,0,0,0,0,0,enquiry@apollohospitals.com,0,http://chennai.apollohospitals.com/,"ENT and Head and Neck Surgery,\n Medical Oncology,\n Neuro Surgery,\n Neurology,\n Oncology,\n Orthopaedics,\n Plastic and Reconstructive Surgery,\nSurgical Oncology","CT ICU / CCU, Emergency unit,",,,,,,,,,,,,,,,0,,,,,,33,603
24181,,"43, Lakshmi Talkies Road, Shenoy Nagar",Billroth Hospital,"43, Lakshmi Talkies Road, Shenoy Nagar",Tamil Nadu,Chennai,0,600030,0,0,0,0,0,0,0,0,admin@billrothhospitals.com,0,www.billrothhospitals.com,"Cardiology,\n Cardiothoracic Surgery,\n Chest Physician,\n Diabetology,\n ENT,\n Gastroenterology,\n Laboratory Medicine,\n Medical Oncology,\n Nephrology,\n Neuro Surgery,\n Neurology,\n Nuclear Medicine\n Obstetrics and Gynaecology,\n Oncology,\n Orthopaedics,\n Plastic Surgery,\n Radiology,\n Surgical Oncology,\n Vascular Surgery","Diagnostic,\nAmbulance Services,\nEmergency Services,\nCCU,\nTheatre,\nDialysis,\nEndoscopy,\nOT",,,,,,,,,,,,,,,0,,,,,,33,603
24182,,"Chetpet, No.77, Harrington Road",Prashanth Fertility Research Centre,"Chetpet, No.77, Harrington Road",Tamil Nadu,Chennai,0,600031,0,0,0,0,0,0,0,0,info@pfrcivf.com,0,www.pfrcivf.com,"Andrology,\n Anaesthesiology,\n Cosmetology,\n Diabetology,\n ENT,\n Gynaecology,\n IVF and Infertility,\n Nephrology,\n Neurology,\n Orthopaedics and Traumatology,\n Pulmonology,\n Sonology,\n Urology","24 Hour Obstetrics  Care,\nEarly Pregnancy, Assessment Unit - Epau,\nAntenatal Exercise painless, Labour - Epidural Analgesia,\nPainless Labour - Entonox Analgesia,\nOne To One Nursing Care During Labour,\nCord Blood Banking,\nNutritional, Guidance,\nNeonatal And Paediatric, Unit\nNeonatal, Intensive Care Unit\nElectronic Fetal Heart Recording - During Delivery\nBaby Phototherapy\nBaby Warmers\nImmunisation For The Newborn",,,,,,,,,,,,,,,0,,,,,,33,603
24183,,"No 1, Ramachandra Nagar, Porur",Sri Ramachandra Medical Centre (SRMC),"No 1, Ramachandra Nagar, Porur",Tamil Nadu,Chennai,0,600116,0,044 24768402,0,0,0,0,0,0,,0,www.srmc.edu,"Accident and Emergency,\n Anaesthesiology,\n Bio-Chemistry,\n Cardiology,\n Cardiothoracic Surgery,\n Chest Physician,\n Dentistry,\n Dermatology,\n Diabetology,\n Emergency Medicine,\n Endocrinology\n ENT,\n Family Medicine,\n Gastroenterology,\n General Medicine,\n General Surgery\n Gynaecology,\n Liver Transplant\n Micro-Biology,\n Neonatology,\n Nephrology,\n Neuro Surgery,\n Neurology,\n Obstetrics and Gynaecology,\n Oncology,\n Ophthalmology,\n Orthopaedic Surgery,\n Orthopaedics,\n Pathology,\n Paediatric Surgery,\n Paediatrics,\n Physiotherapy,\n Plastic Surgery,\n Psychiatry,\n Pulmonology\n Radiology,\n Rheumatology,\n Sports Medicine,\n Surgical Gastroenterology\n Urology,\n Vascular Surgery,\n Venereology","24 hour pharmacy located in the ground floor,\nSTD calls can be made from the rooms where telePhone-s have been provided, on extra charges.Local calls are charged at the rate of rs.5/- per call and the duration of the calls is three minutes.PCO / STD /ISD services available in the ground floor\nArab TV channels available on extra charges\nFax facility available on extra charges\nXerox facility is available in the library.Extn.No.8109\nGuest laundry service is also available on extra payment\nGift shop is located in the library building.Extn.8112\nBank facility (Indian Bank) Extn.No.8283\nRailway Booking Extn.No.132\nPost office Extn.No.8285\nInternet connection on request\nSRMC Annex Guest house for AC and non AC rooms Extn.No.8310\nGeneral Store in Archana Canteen\nTemple at the entrance of the campus\nOther religious services on request\nIntensive Care Units\nRound the Clock Ambulance Services",,,,,,,,,,,,,,,0,,,,,,33,603
24184,,"4 - A, Dr.J.Jayalalitha Nagar, Mogappair",Madras Medical Mission Hospital - Institute of Cardio Vascular Diseases,"4 - A, Dr.J.Jayalalitha Nagar, Mogappair",Tamil Nadu,Chennai,0,600037,0,105911,0,0,0,0,0,0,icvddoctors@mmm.org.in,0,www.madrasmedicalmission.org,"Anaesthesiology,\n Cardiac Anaesthesia,\n Cardiology,\n Diabetology,\n Gynaecology,\n Laboratory Medicine,\n Nuclear Medicine,\n Paediatric Cardiology,\n Respiratory Medicine,\n Transfusion Medicine","CCU, ICU",,,,,,,,,,,,,,,0,,,,,,33,603
24185,,"Thiruvottriyur, No.393/1, T H Road",Aakash Hospital,"Thiruvottriyur, No.393/1, T H Road",Tamil Nadu,Chennai,0,600019,0,0,0,0,0,0,"044 49304200, 044 49304299",0,contact@aakashhospital.in,0,www.aakashhospital.in,"Anaesthesiology,\n Bariatric Surgery,\n Cardiology,\n Chest Physician,\n Dentistry,\n Dentistry and Maxillofacial Surgery\n Dermatology,\n Diabetology,\n Dietetics,\n Endocrinology,\n Endoscopy,\n ENT,\n Gastroenterology,\n General Medicine,\n General Surgery,\n Interventional Radiology,\n Laparoscopic Surgery,\n Nephrology,\n Neuro Surgery,\n Neurology,\n Obstetrics and Gynaecology,\n Oncology,\n Ophthalmology,\n Orthopaedics,\n Pathology,\n Paediatrics,\n Physiotherapy,\n Plastic and Reconstructive Surgery,\n Plastic Surgery\n Psychiatry,\n Radiology,\n Surgical Gastroenterology\n Urology,\n Uro Surgery,","Radiology and Imaging Sciences,\nUltra Sonogram,\nEcho Cardiography,\nColor Doppler,\nX-Ray\nECG,\nPhysiotherapy,\nAnaesthesiology,\nIRCU,\nLaboratory Services,\nBlood Bank,\n24 hrs Pharmacy,\nAmbulance Service,\nEmergency Services,\nHealth Care, Packages\nPsychiatry and Counselling,\nCanteen / Dietary, Services",,,,,,,,,,,,,,,0,,,,,,33,603
24186,,"12 - A, Nageswara Road, Nungambakkam",Kanchi Kamakoti Childs Trust Hospital,"12 - A, Nageswara Road, Nungambakkam",Tamil Nadu,Chennai,0,600034,0,0,0,0,0,0,0,0,kkcth@airtelmail.in,0,www.childstrusthospital.in,"Anaesthesiology,\n Cardiology,\n Dentistry,\n Endocrinology,\n ENT, Gastroenterology,\n Genetics,\n Hemato Oncology,\n Micro-Biology,\n Neonatology,\n Nephrology,\n Neuro Surgery,\n Ophthalmology,\n Orthopaedics,\n Paediatric Surgery,\n Physical Medicine and Rehabilitation,\n Physiotherapy,\n Plastic Surgery,\n Psychiatry,\n Pulmonology,\n Radiology,\n Speech Therapy\n Urology","Emergency,\nCT Scan,\nIntensive Care Unit,\nBlood Bank\nBiochemistry Lab",,,,,,,,,,,,,,,0,,,,,,33,603
24187,,"No.645, TH Road, Tondiarpet","Apollo Hospitals, Tondiarpet","No.645, TH Road, Tondiarpet",Tamil Nadu,Chennai,0,600081,0,"1066, 044 28290792",0,0,0,0,0,0,enquiry@apollohospitals.com,0,www.apollohospitals.com,Anaesthesiology\n Cardiology\n Cardiothoracic Surgery\n Cosmetology\n Dermatology\n Diabetology\n Endocrinology\n ENT\n Gastroenterology\n Geriatrics\n haematology\n Neonatology\n Nephrology\n Neurology\n Obstetrics and Gynaecology\n Ophthalmology\n Orthopaedics\n Paediatrics\n Physiotherapy\n Plastic Surgery\n Radiology\n Rheumatology\n Urology\n Vascular Surgery,,,,,,,,,,,,,,,,0,,,,,,33,603
24188,,"15, Dr.Radha Krishnan Salai, Mylapore",CSI Kalyani Hospital,"15, Dr.Radha Krishnan Salai, Mylapore",Tamil Nadu,Chennai,0,600004,0,0,0,0,0,0,0,0,csikalyanihospital@rocketmail.com,0,www.csikalyanihospital.com,Allergy\n Anaesthesiology\n Cardiology\n Cosmetology\n Dentistry\n Dermatology\n Endocrinology\n ENT\n Gastroenterology\n General Medicine\n General Surgery\n Haematology\n Nephrology\n Neurology\n Obstetrics and Gynaecology\n Ophthalmology\n Orthopaedics\n Paediatric Surgery\n Paediatrics\n Physiotherapy\n Plastic Surgery\n Psychiatry\n Pulmonology\n Urology,24 Hours Emergency and Trauma care\n24 Hours Ambulance Services\nIntensive Care Unit (ICU)\nNeonatal Intensive Care Unit (NICU)\n24 Hours Laboratory Services\nRadiology and Imaging Services\n24 Hours Pharmacy\nDialysis Unit\nSatellite Blood Bank\nOptical Shop\nChapel\nEndoscopy\nLaparoscopy\nBronchoscopy\nArthroscopy\nColposcopy\nHysteroscopy\nMaster Health Check up\nPain Clinic\nImmunization Clinic\n24 Hours Canteen\nFitness Centre,,,,,,,,,,,,,,,0,,,,,,33,603
24189,,"5/639, Old Mahabalipuram Road, Kandanchavadi, Perungudi",Lifeline Multi Speciality Hospital,"5/639, Old Mahabalipuram Road, Kandanchavadi, Perungudi",Tamil Nadu,Chennai,0,600096,0,0,0,0,0,0,0,0,enquiry@lifelinehospitals.com,0,www.lifelinehospitals.com,"Dermatology,\n Diabetology,\n ENT, Gastroenterology,\nGeneral and Laparoscopic Surgery,\n Geriatrics,\n Internal Medicine, Neurology,\n Obstetrics and Gynaecology\n Ophthalmology,\n Orthopaedics and Traumatology,\n Paediatrics,\n Psychiatry,\n Urology","Weight Loss Surgery,\nPainless Surgery,\nKey hole Surgery,\nFat Surgery,,\n Sleeve Gastrectomy Surgery,\n Fundoplication Surgery,\nTummy Tuck Surgery,\n Bypass Surgery,\nInternational Patient Services,\nTelemedicine,\nCorporate Health Care Service,\nBrain and Spine Care,\nThe Chief Minister Insurance Scheme,\nCorporate Social, Responsibility",,,,,,,,,,,,,,,0,,,,,,33,603
24190,,"New No.72, Old No.148, Luz Church Road, Mylapore",Chennai Meenakshi Multispeciality Hospital,"New No.72, Old No.148, Luz Church Road, Mylapore",Tamil Nadu,Chennai,0,600004,0,0,0,0,0,0,0,0,cmmhospitals@gmail.com,0,www.cmmh.in,"Cardiology,\n Cosmetic Surgery,\n Dentistry,\n Dermatology,\n Diabetology,\n Endocrinology,\n ENT,\nGastro Surgery,\nGastroenterology,\nGeneral Medicine,\nGeneral Surgery,\n Internal Medicine, Nephrology,\n Neuro Surgery,\n Neurology,\n Ophthalmology,\n Orthopaedics and Traumatology,\n Paediatrics,\n Physiotherapy,\n Psychiatry,\n Radiology,\n Rheumatology\n Surgical Oncology\n Urology,\n Vascular Surgery","Well Equipped, Operation Theatre\nCasualty, Department\n24 Hours Dialysis Centre\nDiagnostic Services\nC.T.SCAN and X-Ray machine,\nUltrasound, machine/Echocardiography,\n24 Hours Pharmacy\nHealth Check-Up",,,,,,,,,,,,,,,0,,,,,,33,603
